ID,Name,Age,100s,50s,6s,Balls,Balls Faced,Bat_Average,Bowl_Strike_rate,Economy_Rate,Innings,Maidens,Overs,Runs,Wickets,Ratings
839,M Amila Aponso,25,102,0,0,211,45,3.33,42.3,5.35,349,2504,150,21,280,25
840,Rajindra Dhanraj,50,103,0,0,170,32,8,26.4,3.86,138,485,127,134,272,53
841,Rahul L Sanghvi,44,30,0,1,155,11,4,49.8,4.81,162,1830,243,240,280,102
842,Panagamuwa Lahiru Sampath Gamage,30,53,0,0,628,27,2,40.2,5.85,505,8,173,286,197,12
843,Marchant de Lange,28,89,0,0,222,0,10.52,20.9,5.68,1041,314,128,15,82,29
844,Dave Mohammed,39,99,0,0,549,2,10.52,35.3,3.99,238,997,237,66,205,22
845,Brendan R M Taylor,33,88,36,96,467,8084,35.79,44,6.15,296,490,155,6120,451,346
846,Matthew W Machan,28,126,3,7,384,952,33.36,44.67,5.73,387,191,303,947,68,204
847,Tisse Appuhamilage Milinda Siriwardana,33,19,3,13,542,521,23.32,65.44,5.4,71,1745,365,209,9,193
848,Mark H Dekker,49,144,2,3,384,798,18.95,38.56,5.01,367,953,293,470,21,114
849,Barry Wood,76,63,2,0,470,647,31.4,46.67,3.2,160,664,65,353,265,148
850,Kevin M Curran,59,37,2,4,426,430,0,56.22,4.72,93,107,296,243,361,152
851,Amjad Javed,38,89,1,9,616,267,19.92,68.67,5.9,97,945,136,27,111,163
852,Paras Khadka,31,118,1,3,541,286,39.17,28.67,3.81,178,1458,24,140,168,227
853,Mohammad Shahzad,39,93,2,5,116,225,31.67,26.67,5.83,84,188,176,496,357,212
854,Justin L Ontong,39,23,0,1,500,267,13.14,59.78,4.42,21,914,90,351,198,116
855,Roland P Lefebvre,56,116,0,3,650,280,28.5,59.33,3.89,509,322,365,108,53,145
856,David Wiese,33,107,0,5,327,115,20.6,32.67,6.45,195,1628,96,110,194,183
857,Mohammad Tauqir,47,100,1,0,558,164,13.57,54.56,4.68,139,1767,242,4,146,102
858,Sridharan Sriram,43,120,1,0,511,135,13.5,36,5.07,57,64,200,21,99,117
859,Pinnaduwage Wanidu Hasaranga de Silva,21,33,0,2,75,71,10.5,28.78,6.86,291,264,42,20,162,157
860,Regan M West,39,75,0,3,0,41,30.5,49.67,3.74,280,477,120,122,277,295
861,Khaliq Dad,35,75,0,0,509,69,13.33,28,3.57,72,353,104,115,94,118
862,Malcolm P Jarvis,63,0,0,1,678,67,18.5,66.78,4.5,465,1499,172,234,287,103
863,Shaun D Udal,49,72,0,0,568,46,11.67,68,3.92,393,405,318,185,26,117
864,Alfred S Luseno,37,16,0,1,393,50,17,36.67,5.75,260,51,418,83,228,136
865,Timothy G Shaw,59,134,0,0,742,35,13,56,3.55,31,794,142,39,74,125
866,Murphy L Su'A,52,39,0,0,508,56,4.8,51.44,4.76,271,14,295,36,62,58
867,Robert A Woolmer,18,76,0,0,455,46,5.25,35.67,0,0,0,66,58,107,72
868,David T Mutendera,40,14,0,0,290,43,10,43.33,5.14,482,434,124,202,74,81
869,Thirunavukkar A S U Kumaran,43,94,0,0,172,27,6.33,42,5.52,786,1055,52,161,134,110
870,Kesrick Omari Kenal Williams,29,50,0,0,504,27,19,36.67,5.33,385,506,30,127,335,144
871,Kaushik N Amalean,53,83,0,0,294,26,7.5,35.33,3.91,72,917,240,162,575,100
872,Miguel L Cummins,28,7,0,0,304,27,5,50,6.32,572,55,90,110,81,48
873,Ginigalgodage R A de Silva,66,26,0,0,522,33,4.5,33.89,5.15,848,311,66,83,185,42
874,Henry S Williams,51,116,0,0,337,11,8,36.56,4.16,541,617,136,96,585,121
875,Merenna K D I Amerasinghe,40,124,0,0,546,9,10.52,47.33,5.11,50,782,97,274,210,113
876,Robert J Kirtley,43,83,0,0,682,11,1,61,5.26,9,546,110,185,340,1
877,Mohammad Kashif,34,88,0,0,612,17,0.33,50,5.47,247,930,46,80,28,-13
878,Denagamage Proboth Mahela de Silva Jayawardene,41,64,77,74,341,16020,33.38,74.13,5.7,0,0,445,12784,235,480
879,Rohit G Sharma,31,73,39,215,604,8906,47.55,74.13,5.21,0,0,42,7943,75,439
880,Sherwin L Campbell,48,147,14,7,361,3854,26.24,24.5,5.2,0,0,229,2070,197,205
881,Clive H Lloyd,74,107,11,29,226,2434,39.54,44.75,3.52,0,0,220,1946,186,256
882,Calum Scott MacLeod,30,119,6,21,923,2224,37.82,84.25,5.5,nan,nan,74,1948,318,233
883,Nawroz Mangal,34,47,4,27,389,1512,27.12,36.63,4.81,231,455,203,1009,133,201
884,Javed Ahmadi,27,116,7,12,182,1244,24.92,45.63,4.83,345,180,262,836,12,183
885,Harry P Rinke,37,0,3,2,126,378,17.72,34.63,5.91,803,964,137,194,35,173
886,Ben C Hollioake,22,25,2,3,741,381,20.6,80.25,4.97,235,932,43,760,159,144
887,John F M Morrison,71,41,1,1,213,469,21,35.38,4.22,96,819,51,261,20,128
888,Bandula Warnapura,66,3,1,0,159,410,15,51.75,4.58,159,835,68,309,234,86
889,Jan F Kloppenburg,44,31,0,4,612,265,27.5,30.25,4.74,72,2089,25,51,367,161
890,Rageg G Aga,34,5,1,0,106,209,16.67,50.25,4.78,96,76,151,148,297,135
891,Ashton C Agar,25,134,0,1,464,166,20.57,54,5.75,25,47,696,118,213,165
892,Vincent J Wells,53,138,0,2,112,253,20.14,27.5,5.15,565,169,91,108,103,133
893,Malachi O Jones,29,123,0,5,603,149,11.3,57.25,6.31,376,345,129,28,28,123
894,Naved Anjum,55,126,0,1,493,154,12.56,59,4.37,179,947,310,121,202,120
895,Hasan Jamil,66,106,0,2,80,120,22.2,29,3.98,70,1996,73,143,21,195
896,Trevor J Laughlin,68,144,1,1,353,160,26.25,38.5,4.36,768,634,58,276,182,157
897,Mark W Priest,57,98,0,0,778,225,10.3,94,4.71,190,495,83,135,460,49
898,Irfan Ahmed,29,62,0,3,153,125,16.5,36.25,6.19,188,1303,309,130,33,153
899,Evan J Gray,64,2,0,0,461,230,16.33,48.25,4.45,420,630,136,36,396,89
900,Stephen G Peall,48,91,0,0,1001,150,6.5,112.5,4.52,738,99,157,378,384,51
901,Glenn A Rogers,41,85,0,0,397,169,16.2,64,4.79,286,1121,62,6,76,87
902,Dolar Mahmud,30,78,0,4,43,44,15.25,26.25,7.37,605,409,216,22,3,250
903,Ben Matthew Wheeler,27,60,0,3,429,47,10.52,38.63,6.12,221,30,353,193,127,207
904,Pieter Willem Adriaan Mulder,21,25,0,0,513,78,14.25,35.25,5.85,144,628,96,140,132,137
905,Brooke G K Walker,41,105,0,0,281,79,15.67,54.75,5.71,156,460,222,12,210,108
906,Gavin R Robertson,52,21,0,0,538,55,15,74.63,4.32,1032,1494,160,92,230,128
907,Aashish R Kapoor,47,14,0,1,1011,63,7.17,112.5,4.08,245,951,129,17,56,63
908,Rudolph J van Vuuren,46,20,0,1,305,38,8.67,37.5,5.96,137,238,206,62,62,116
909,Shaun F Graf,61,31,0,0,364,50,4,65.25,3.97,64,505,83,24,11,53
910,Nelson M Odhiambo,29,5,0,0,388,80,4.6,35.25,4.77,630,612,81,6,232,45
911,Veerasammy Permaul,29,101,0,0,146,26,6.33,41.38,4.91,723,2701,375,5,31,112
912,Roger G C E Wijesuriya,59,90,0,0,450,48,18,39,5.52,92,62,13,301,13,88
913,Chandradasa Brahammana Ralalage Lahiru Sudesh Kumara,22,119,0,0,271,37,8,38.75,7.66,456,525,40,37,198,71
914,Richard Ngarava,21,39,0,0,0,0,0,0,6.51,255,1442,291,215,168,58
915,Richard P De Groen,56,115,0,0,782,36,2.4,68.63,5.22,371,384,167,110,477,24
916,Alan C I Lock,56,48,0,0,684,20,8,36.13,4.55,299,1163,279,29,166,70
917,Izatullah Dawlatzai,27,20,0,0,266,27,3.5,26.25,4.17,68,155,346,155,76,42
918,Materba K G C P Lakshitha,40,82,0,0,170,12,7,37.5,5.08,316,265,288,152,32,94
919,Timm van der Gugten,28,94,0,0,373,6,2,15.75,4.05,97,860,217,6,176,109
920,Colin E L Stuart,45,47,0,0,306,13,10.52,32.25,4.77,256,736,575,179,36,51
921,Anthony M Stuart,49,16,0,0,186,7,1,22.5,3.63,324,828,213,187,183,18
922,Nandlal S Yadav,62,112,0,0,481,16,10.52,41.25,4.15,229,1453,182,271,128,18
923,Abdur Rauf,40,41,0,0,3,0,10.52,26.75,5.94,58,820,287,98,349,23
924,Jaydev D Unadkat,27,116,0,0,423,0,10.52,39,4.02,489,1029,323,167,69,18
925,Abraham B de Villiers,35,93,53,204,525,9473,53.5,27.43,6.31,65,471,407,9705,13,547
926,Javed Miandad,61,137,50,44,550,11014,41.7,62.29,4.09,305,1967,554,7592,74,357
927,Kevin P Pietersen,38,16,25,77,224,5128,40.73,56.43,5.62,280,633,187,4288,153,326
928,Syed Zaheer Abbas Kirmani,71,97,13,22,128,3033,47.63,40,4.78,94,193,104,2419,24,305
929,Owais A Shah,40,21,12,26,488,2331,30.57,27.57,5.72,87,2084,270,1865,86,234
930,Colin Munro,31,34,7,34,412,1086,24.91,78,5.19,781,1521,11,1407,191,213
931,Mohammad Asif Mujtaba,51,48,6,2,941,1671,26.05,108,5.22,181,891,154,1095,173,129
932,Solomon Farai Mire,29,61,3,23,385,1015,21,59.57,6.23,92,984,174,604,182,172
933,Aminul Islam,51,146,3,2,447,1403,23.35,57.71,5.94,71,288,152,1004,499,133
934,Abdool M Samad,39,40,2,6,198,1045,29.52,33.57,7.17,144,345,453,756,418,187
935,Mominul Haque,27,27,3,1,212,749,22.28,33.43,4.87,132,807,411,380,347,171
936,Amarbir S Hansra,34,58,2,8,507,726,23.39,63.57,5.57,314,120,239,650,23,126
937,Bevan E Congdon,10,66,2,2,450,472,56.33,62.43,3.94,232,190,240,252,606,237
938,Madagamagamage Dasun Shanaka,27,65,2,18,12,286,21.8,30.86,6.08,67,113,160,259,304,231
939,Kirtivardhan Azad,60,9,0,9,407,400,14.16,55.71,4.2,249,157,366,623,401,120
940,Duncan A G Fletcher,70,122,2,0,262,289,47.75,43,4.41,104,2123,144,219,92,213
941,Sanjay B Bangar,46,144,1,3,589,239,13.85,63.14,5.21,488,1616,218,29,184,125
942,Mohammad Saifuddin,22,120,1,2,453,250,29.17,60,5.33,290,1473,11,176,169,158
943,Kinchit D Shah,23,49,0,2,74,238,15.11,15.71,4.36,328,169,80,19,106,127
944,Krishna Chandran,34,124,0,1,480,274,16.75,59.71,6.19,274,228,50,182,296,91
945,Charles J A Amini,26,100,1,1,307,166,24.2,37.71,4.3,194,2299,115,273,242,162
946,Shahid Mahboob,56,39,1,0,756,194,23.8,77.14,4.24,371,833,136,196,483,121
947,Gary J Crocker,56,143,1,2,347,105,24.5,34,5.24,278,123,336,50,435,198
948,Syed Abid Ali,77,123,1,1,522,132,31,48,3.34,17,70,210,140,26,174
949,Omari A C Banks,41,115,0,2,188,149,16.6,38.57,4.2,96,1134,94,101,44,114
950,Moises C Henriques,32,55,0,0,229,119,9,50.57,5.19,1160,1146,197,359,513,106
951,Mahbubul Alam,35,61,1,4,81,71,40.5,31.71,7.57,141,194,115,236,20,273
952,Bruce Yardley,71,37,0,0,171,98,14.5,28.29,3.94,168,800,477,193,310,122
953,Graham B Stevenson,21,37,0,0,261,56,43,27.43,3.91,519,1342,107,134,7,223
954,Maurits M A Jonkman,32,47,0,0,27,67,12,24.57,4.67,414,521,249,162,326,107
955,Rudi E Bryson,50,145,0,1,385,25,32,54,5.13,363,1404,5,212,279,257
956,Bishen S Bedi,72,118,0,0,443,70,6.2,84.29,3.46,298,2105,432,86,2,48
957,Christopher P Tremain,27,8,0,1,279,37,23,34.29,6.38,307,2095,58,232,173,141
958,Kamran Shahzad,38,26,0,1,32,25,11,31.71,5.65,360,766,40,32,80,154
959,Jason J Krejza,36,5,0,0,382,23,13,60.71,4.67,561,257,177,246,233,89
960,Taurai Muzarabani,31,129,0,0,330,40,3,46.14,4.87,203,1883,53,162,331,33
961,Adam G Huckle,47,66,0,0,806,16,2.25,122.57,4.62,189,877,254,77,293,23
962,Ezra A Moseley,61,109,0,0,391,15,1.75,47.14,5.05,49,956,82,375,186,55
963,Ashok K Patel,61,92,0,0,232,11,3,51.43,4.38,70,1278,143,78,11,69
964,Stuart Gordon Whittingham,25,9,0,0,85,9,6,29,5.14,258,1244,1,28,95,109
965,Michael L  Lewis,44,145,0,0,467,4,10.52,48.71,6.88,96,1068,145,57,194,160
966,Billy Stanlake,24,131,0,0,513,28,1.33,50.57,5.49,85,104,21,187,216,1
967,Steven L Watkin,54,99,0,0,253,23,2,31.57,5.24,721,224,23,25,83,19
968,Simon P Jones,40,127,0,0,2,2,1,49.71,4.74,404,487,36,148,270,60
969,Claude W Henderson,46,19,0,0,250,0,10.52,31,3.65,676,166,249,157,44,21
970,Barinder B Sran,26,22,0,0,446,0,10.52,43.14,5.34,617,1425,44,77,112,12
971,Tamauri E Tucker,30,143,0,0,502,0,10.52,24.86,5.41,615,355,361,34,116,23
972,Saeed Anwar,50,169,43,97,179,10938,39.22,40.33,4.74,35,672,354,8542,17,432
973,Ian R Bell,36,120,35,32,59,7019,37.87,14.67,6,116,306,262,5524,25,338
974,Hashan Prasantha Tillakaratne,51,42,13,10,43,6588,29.6,30,4.7,468,163,12,3680,34,228
975,Imran Farhat,36,65,13,16,168,2489,30.7,19.33,5.69,560,111,271,1596,258,223
976,Peter N Kirsten,63,104,9,8,60,2308,38.03,30.5,4.98,134,1324,62,1513,21,200
977,Preston L Mommsen,31,55,6,8,309,1615,30.97,22,5.91,753,1803,268,1128,349,207
978,Mashtayage Danushka Gunathilaka,27,82,8,15,339,1301,32.41,49,5.88,124,877,130,945,199,218
979,Adam C Voges,39,119,4,11,218,998,45.79,50.17,5.5,671,1253,188,865,180,248
980,Narsingh Deonarine,35,77,4,9,612,989,26.23,83.5,5.69,785,538,409,366,76,143
981,Michael J R Rindel,56,116,2,0,186,860,27.38,45,5.38,586,345,177,348,260,165
982,Athar Ali Khan,57,8,3,3,407,945,29.56,70,5.21,286,1725,117,498,346,136
983,Barney G Rogers,36,97,5,3,371,689,31.87,54,5.94,1093,753,299,635,446,173
984,Karim Sadiq,35,146,0,15,269,587,23.75,53.33,3.77,390,413,198,586,62,174
985,Paul E McEwan,65,128,0,0,343,346,13.6,70,5.04,129,6,406,226,10,92
986,Kaushalya Weeraratne,38,75,0,3,450,177,20,80,4.81,347,210,339,207,59,154
987,Tinotenda C Mutombodzi,28,68,0,3,222,160,12.44,51.83,5.36,208,428,124,209,42,116
988,Keegan O Meth,31,83,1,1,357,183,13.25,67.67,6.19,538,673,341,187,94,90
989,Ryan O Hinds,38,57,0,0,596,170,16.83,67.83,5.16,284,650,441,50,6,100
990,Neil M K Smith,51,49,0,0,557,132,20,43.5,4.37,142,887,58,333,394,151
991,Bilawal Bhatti,27,29,0,2,231,75,14.83,68.17,6.44,123,807,71,94,219,190
992,Shaukat F Dukanwala,62,95,0,1,50,139,42,33,4.64,505,399,151,270,120,189
993,Loku Hettige D Dilhara,38,11,0,4,469,107,9.22,55,4.75,516,76,186,42,52,119
994,Jai P Yadav,44,113,1,1,388,123,20.25,66,4.94,299,596,308,194,95,123
995,Azhar Saeed,48,85,0,0,297,195,8.71,45.17,4.72,179,383,65,29,242,50
996,Edward O Odumbe,53,129,0,0,21,150,10.17,22.83,6,667,338,6,486,467,82
997,Grant E Bradburn,52,19,0,0,499,130,8.57,64.17,4.96,553,152,178,92,257,62
998,Gary K Robertson,58,125,0,1,550,48,8.17,83,3.87,205,2069,123,21,552,139
999,Jan H Stander,37,112,0,3,161,75,11,25,6.64,376,1315,367,180,382,112
1000,Kandage H R K Fernando,39,96,0,1,404,72,21.5,39,4.08,465,1442,63,145,13,133
1001,Saiful Islam,49,102,0,0,160,59,18.5,50.5,5.07,477,1751,199,166,394,121
1002,Ian D Austin,52,62,0,0,337,49,6.8,79.17,4.55,126,1111,52,138,241,83
1003,Keshav A Maharaj,29,39,0,0,343,26,12.5,31.17,5.33,340,626,188,84,205,170
1004,Frederick Jack Klaassen,26,102,0,0,130,46,12,20,3.4,71,569,276,204,114,107
1005,Shardul Narendra Thakur,27,108,0,2,520,16,22,35.83,6.08,198,2790,159,178,59,257
1006,Derek A Stirling,57,138,0,0,486,39,7,41,5.05,100,512,11,145,106,83
1007,Christopher E W Silverwood,43,118,0,0,581,34,4.25,51,4.78,23,185,52,63,318,62
1008,Bernard P Loots,39,99,0,2,345,27,5.33,46.67,6.15,102,1107,317,45,74,83
1009,Louis J Burger,40,73,0,0,435,62,2.2,55,5.4,136,700,76,4,216,5
1010,Zahid Shah,38,43,0,0,142,20,10.52,20,4.9,109,814,314,175,64,107
1011,Jeremy O A G Gordon,32,118,0,0,143,28,3.5,34,5.62,318,2556,147,77,238,33
1012,Qadeer Ahmed,33,24,0,0,467,21,3,65,5.42,50,749,398,128,39,16
1013,Gerrie Synman,37,106,0,0,384,9,1.25,48,5.85,585,1955,157,108,261,65
1014,Talha Jubair,33,79,0,0,322,15,2.5,34,7.5,101,202,177,203,317,43
1015,Stuart C G MacGill,48,70,0,0,215,3,1,30,3.5,396,162,78,55,252,43
1016,Rahul Sharma,32,112,0,0,80,2,1,34.33,5.16,810,245,16,139,236,64
1017,Khahakachchi P J Warnaweera,58,9,0,0,378,11,10.52,49,4.08,126,640,50,158,57,16
1018,Fahad Alhashmi,36,84,0,0,365,7,0,37.33,5.41,82,1698,455,88,530,-11
1019,Ijaz Ahmed,50,78,37,87,612,8174,32.33,127.4,4.48,194,1003,205,6244,296,295
1020,Daryll J Cullinan,52,89,23,33,107,5492,32.99,34.8,4.28,332,203,166,3726,118,266
1021,Geoffrey Boycott,78,27,9,0,12,2020,36.07,33.6,3.75,274,1270,195,1301,367,187
1022,Fawad Alam,33,126,6,6,405,1297,40.25,79.6,5.68,857,56,163,806,1,196
1023,Subasinghe Mudiyanselage Ashan Priyanjan,29,122,2,3,80,522,23.33,53,5.28,852,1079,27,578,224,166
1024,Manoj K Tiwary,33,48,1,2,122,403,26.09,26.4,6.82,291,221,106,115,222,175
1025,Reetinder S Sodhi,38,141,2,6,558,381,25.45,92.4,4.74,318,86,396,283,9,134
1026,Qaiser Ali,40,130,2,2,242,384,15.25,36.4,4.35,274,285,23,581,235,126
1027,Mark G Burmester,51,45,0,0,52,212,18.17,41.8,6.11,260,148,46,152,304,107
1028,Brendan P Nash,41,25,0,1,388,141,26,58.8,4.57,103,1112,4,9,100,153
1029,Gavin M Ewing,37,138,0,0,315,137,13.86,62.4,4.54,450,523,24,101,125,113
1030,Manzoor Akhtar,50,92,0,0,162,147,24.25,39.8,5.55,478,737,28,219,77,146
1031,Pinnaduwage Chaturanga de Silva,29,89,0,0,167,112,15.67,63.2,4.86,513,389,112,100,143,139
1032,Ryan D Steede,43,136,0,2,308,143,11.67,62.4,4.88,459,1095,228,372,161,73
1033,Hendrik J Mol,41,9,0,0,162,183,8.38,36.4,4.91,224,460,16,440,338,62
1034,Srinivasaraghavan Venkataraghavan,73,5,0,0,705,126,10.8,173.6,3.75,470,1099,175,16,244,-8
1035,Benjamin C J Cutting,32,5,0,1,349,67,26.5,43.2,4.39,11,143,232,214,292,171
1036,Tamahau K Canning,41,72,0,2,438,73,17.33,40.8,5.97,784,1736,82,41,62,136
1037,Brandon Anesu Mavuta,21,22,0,1,228,47,13,46.8,5.64,559,463,17,6,378,183
1038,Subroto T Banerjee,50,65,0,1,110,42,24.5,48,5.05,419,84,121,143,305,224
1039,Bilal Asif,33,12,0,1,181,49,13.33,26.4,4.36,362,1178,6,61,147,152
1040,Gareth J Batty,41,107,0,0,276,73,5,88,4.99,99,228,45,78,343,26
1041,Antony R M Opatha,71,2,0,0,157,55,9.67,50.6,4.27,98,979,95,79,132,81
1042,Thomas J Heggelman,32,70,0,0,314,85,5.4,20.4,5.06,100,2011,265,30,189,56
1043,Robert C Haynes,54,6,0,0,208,66,5.2,54,4.98,318,26,57,213,41,46
1044,Sultan Zarawani,58,56,0,0,355,62,4.33,52.8,5.84,464,1148,35,406,184,48
1045,Sridharan Jeganathan,14,27,0,1,279,39,8.33,55.2,4.52,275,841,362,12,336,93
1046,Saleem Altaf,74,47,0,1,364,53,25,57,3.18,484,360,233,246,391,108
1047,Steven W Lubbers,65,18,0,0,366,37,8,43.2,5.19,176,952,52,59,54,100
1048,Karan Khatri Chhetri,27,38,0,2,448,23,5.25,46.8,5.1,296,892,176,17,36,135
1049,Arachchige W R Madurasinghe,58,54,0,0,446,62,10.5,96,4.48,287,135,40,80,80,25
1050,Taijul Islam,27,58,0,0,114,40,10.5,44.4,4.08,50,1937,268,3,312,87
1051,Sunzamul Islam,29,96,0,0,380,24,19,30,3.16,372,828,20,162,173,159
1052,Robert J Kennedy,46,71,0,0,208,15,17,62.4,5.44,125,1093,10,143,274,188
1053,Jacob Mulder,23,21,0,0,240,11,10.52,37.2,5,193,523,152,53,331,223
1054,Nadeem Ghauri,56,41,0,0,180,25,14,68.4,4.04,255,1863,377,137,337,87
1055,Ryan O Hurley,43,121,0,0,388,32,3.25,75.6,4.97,77,556,51,44,372,29
1056,Davis Joseph,55,138,0,0,198,24,10.52,37.2,5.48,589,280,38,34,257,95
1057,Tarun S Nethula,35,118,0,0,63,11,6,52.8,5.66,32,1111,49,59,55,160
1058,Scott Christopher Kuggeleijn,27,46,0,0,217,6,10.52,16.8,4.14,18,540,175,13,245,312
1059,Asif Masood,73,87,0,0,208,17,5,80.4,3.49,560,99,326,21,166,63
1060,Darryl Brown,45,90,0,1,212,20,10,30,4.96,337,422,378,60,320,91
1061,Gavin C Tonge,36,114,0,0,334,16,5,60,4.48,134,1253,498,222,356,81
1062,Gholam Nousher,54,94,0,0,403,16,8,81.6,4.62,756,2,203,130,46,54
1063,Nazmul Islam,26,136,0,0,376,13,7,52.8,5.09,235,1701,20,260,20,73
1064,Ian D K Salisbury,49,16,0,0,70,12,7,37.2,5.71,350,738,49,22,420,91
1065,Tinu Yohannan,40,89,0,0,64,11,10.52,24,6.1,127,179,53,62,360,117
1066,Ian W Callen,63,104,0,0,76,13,6,36,4.93,3,14,51,35,103,71
1067,Lucas  Oluoch,27,63,0,0,327,6,6,19.2,4.94,449,834,141,131,91,166
1068,David B Rundle,53,55,0,0,90,11,3,19.2,5.94,321,1143,216,103,391,86
1069,Willie T Gavera,30,24,0,0,333,6,10.52,38.4,5,10,64,79,64,92,113
1070,Tanveer Ahmed,21,0,0,0,336,11,10.52,45.8,5.45,351,2700,80,30,165,60
1071,Nicholas R Dyer,49,12,0,0,132,14,3,31.2,4.5,287,510,84,25,162,27
1072,Elias Sunny,33,8,0,0,233,11,1,40.8,4.74,468,725,71,50,160,10
1073,Fareed Ahmad,24,80,0,0,98,6,10.52,30,5.76,119,192,70,361,185,38
1074,Amit Bhandari,40,85,0,0,326,0,10.52,21.2,6,453,2301,75,93,127,24
1075,Neil M Carter,44,135,0,0,15,6,0,35,4.53,509,1643,61,12,29,-11
1076,Nicholas G B Cook,62,141,0,0,270,0,10.52,28.8,3.96,377,1385,165,173,22,20
1077,Mohammad Khalil,36,77,0,0,140,0,10.52,28.8,6,297,1624,62,81,26,19
1078,Naseer Malik,1,35,0,0,21,13,10.52,36,3.27,267,798,141,132,412,18
1079,Thirumalai A P Sekar,62,42,0,0,83,0,10.52,31.2,4.92,258,334,220,151,535,18
1080,Rahul Dravid,46,139,83,42,145,15282,39.17,46.5,5.48,256,459,31,10985,156,457
1081,Virat Kohli,30,183,49,115,616,11421,59.42,160.25,6.22,126,1586,161,10610,212,497
1082,Brian C Lara,49,138,63,133,79,13087,40.49,12.25,7.47,82,745,286,10356,93,491
1083,Martin J Guptill,32,18,34,164,330,7365,43.51,27.25,5.39,278,342,102,6385,112,411
1084,Marcus E Trescothick,43,66,21,50,68,5087,37.37,58,5.66,285,1393,79,4134,55,312
1085,Andrew H Jones,59,126,25,8,474,4811,35.69,76.5,4.24,201,37,204,2691,281,202
1086,Roger G Twose,50,19,20,33,13,3603,38.81,68,5.18,198,313,66,2590,62,241
1087,Azhar Ali,34,150,12,14,303,2478,36.9,64.5,6.05,274,675,70,2074,175,220
1088,Murray W Goodwin,46,149,8,8,418,2654,27.13,62,5.08,128,1439,48,1575,43,182
1089,Nizakat Khan,26,29,3,16,91,814,33.75,36.25,4.92,0,444,170,809,319,212
1090,Kevin Douglas Walters,73,62,2,0,386,732,28.5,78.5,5.22,124,353,119,712,4,148
1091,Mark R Ramprakash,49,59,1,5,86,544,26.86,33,4.91,635,2149,92,310,172,167
1092,Brijal J Patel,41,101,0,1,61,736,16.36,41.25,5.93,184,79,28,484,147,102
1093,Ashfaq Ahmed,21,82,2,9,83,337,27.08,49.75,4.88,69,1221,49,505,310,201
1094,Dale M Benkenstein,44,131,1,0,232,463,17.94,16.25,4.06,225,1043,27,516,119,150
1095,Lucas P van Troost,49,130,0,6,470,456,15.78,61.5,6.83,647,804,20,288,384,107
1096,Mehrab Hossain,31,86,1,0,149,642,17.25,63.25,5.08,287,1203,176,525,367,80
1097,Anton P Devcich,33,89,1,0,416,253,17.73,81,5.39,634,1648,2,269,177,124
1098,Moneeb M Iqbal,33,133,1,1,435,360,24,67.5,6,386,1004,266,178,53,109
1099,Anthony McGrath,43,135,1,0,477,353,16.6,57,4.61,268,2085,94,185,520,88
1100,Timycen Maruma,30,60,0,4,105,306,9.81,56.25,6.13,625,1677,72,302,154,77
1101,Johanne A Samarasekera,51,12,0,0,570,215,31,73.5,4.82,82,331,81,232,126,131
1102,Jeffrey W Wilson,45,3,0,1,269,112,20.6,60.5,6.45,67,1502,424,40,435,164
1103,Azhar Hossain,54,42,1,0,286,266,13.71,65.75,4.77,552,2176,157,16,238,56
1104,Aamer Hanif,47,142,0,0,234,128,44.5,32.5,5.63,321,277,61,90,109,208
1105,Yasir Arafat,36,76,0,1,509,110,14.8,103.5,5.41,106,774,109,274,21,83
1106,Junaid Siddiqui,33,116,0,1,502,144,13.4,100,4.53,68,1182,219,36,309,49
1107,Zulfiqar Ali,42.44527221,18,0,0,151,79,19.5,52.5,4.74,244,1761,41,116,407,100
1108,Zulfiqar Babar,40,46,0,1,96,40,17.5,73.5,5.02,251,384,189,87,305,140
1109,Ehsan Adil,25,130,0,0,111,42,9,56.25,5.95,34,1181,115,145,104,92
1110,Eknath D Solkar,26,132,0,0,204,79,4.5,63,4.02,343,1228,5,66,44,31
1111,Mosharraf Hossain,37,3,0,0,303,75,6.5,49.5,4.45,246,1056,106,128,228,44
1112,Salahuddin Ahmed,50,34,0,0,405,136,12,61.5,6.07,114,3184,107,102,148,22
1113,Asim Butt,51,130,0,2,66,28,5.75,55.5,4,308,513,196,50,235,116
1114,Eion Katchay,41,115,0,0,382,41,11.5,43.5,4.93,496,106,44,72,89,96
1115,Afzaal Haider,47,103,0,0,131,52,7.33,45,7.57,676,706,28,86,182,61
1116,Bruce R Taylor,75,39,0,0,304,42,22,28.5,3.26,300,1220,251,237,245,127
1117,Ilyas Gul,51,85,0,0,193,59,8.5,28.5,5.95,538,931,547,333,13,52
1118,Intikhab Alam,77,77,0,0,283,45,8.5,39.5,4.48,3,872,89,30,166,61
1119,Kerry C B Jeremy,39,90,0,0,52,42,8.5,48,5.09,390,965,33,14,317,59
1120,Prashant S Vaidya,51,22,0,0,163,12,7.5,46,5.67,686,446,101,314,6,192
1121,Lahiru Dilshan Madushanka,26,98,0,0,62,26,4.67,36,7.17,364,626,0,253,482,77
1122,Arachchige M N Munasinghe,47,50,0,0,214,52,4.33,54.25,4.04,230,12,59,18,447,21
1123,Basant Regmi,32,137,0,0,279,47,3.25,43.5,4.03,222,1064,416,293,107,27
1124,Zaheer Maqsood,33,13,0,0,188,46,10.52,30,5.8,666,604,58,237,47,56
